,u,v,key,osmid,oneway,length,geometry,name,highway,maxspeed,lanes,tunnel,service,landuse,width,access,bridge,area,ref,junction
1761,5278671157,5278671158,0,546216250,False,15.836,"LINESTRING (103.8893842 1.3904266, 103.8894703 1.3903948, 103.8894984 1.390388, 103.889519 1.390381)",,footway,,,,,,,,,,,
1762,5278671158,4715305460,0,541818557,False,9.871,"LINESTRING (103.889519 1.390381, 103.8895597 1.3903021)",,footway,,,,,,,,,,,
1763,5278671158,5278671049,0,546216254,False,6.421,"LINESTRING (103.889519 1.390381, 103.8895378 1.3904356)",,footway,,,,,,,,,,,
1764,5278671158,5278671157,0,546216250,False,15.835999999999999,"LINESTRING (103.889519 1.390381, 103.8894984 1.390388, 103.8894703 1.3903948, 103.8893842 1.3904266)",,footway,,,,,,,,,,,
1765,6881812805,6036101964,0,32774292,False,119.014,"LINESTRING (103.8946454 1.3921776, 103.8947469 1.3924657, 103.8947947 1.3925262, 103.8948599 1.3925672, 103.8949352 1.3925841, 103.8950117 1.3925749, 103.8954437 1.3924267)",Compass One,,,,,,,,,,,,
1766,6881812805,375769555,0,32774292,False,46.028,"LINESTRING (103.8946454 1.3921776, 103.8945441 1.3918898, 103.8945086 1.3917869)",Compass One,,,,,,,,,,,,
1767,6881812805,375769555,1,33176112,True,51.552,"LINESTRING (103.8946454 1.3921776, 103.8946675 1.3921226, 103.8946686 1.3920763, 103.8945971 1.3918578, 103.8945723 1.3918062, 103.8945531 1.3917891, 103.8945377 1.3917847, 103.8945086 1.3917869)",,service,,,,,,,,,,,
1768,1841111378,1840895433,0,173270724,False,47.418,"LINESTRING (103.9222527 1.3954744, 103.9225845 1.3957424)",Lorong Halus Park Connector,cycleway,,,,,,,,,,,
1769,1841111378,4954875992,0,173270725,False,51.145,"LINESTRING (103.9222527 1.3954744, 103.9218873 1.3951949)",,path,,,,,,,,,,,
1770,1841111378,3055705250,0,301503803,False,63.513,"LINESTRING (103.9222527 1.3954744, 103.9225979 1.3950599, 103.9226198 1.3950368)",Lorong Halus Park Connector,cycleway,,,,,,,,,,,
1771,1841111382,5647159583,0,180551414,False,10.663,"LINESTRING (103.9199361 1.3928741, 103.919878 1.3927978)",,,,,,,,,,,,,
1772,1841111382,5661524382,0,257525895,False,20.287,"LINESTRING (103.9199361 1.3928741, 103.9198256 1.3927289)",,,,,,,meadow,,,,,,
1773,1841111382,3781992710,0,"[374824067, 180551414]",False,1719.3150000000003,"LINESTRING (103.9199361 1.3928741, 103.9198543 1.392945, 103.9197294 1.3930533, 103.9195452 1.393213, 103.9197792 1.3934683, 103.9201214 1.3938186, 103.9204435 1.3940952, 103.921414 1.3949014, 103.9225043 1.3957946, 103.9232303 1.3964131, 103.923507 1.3966374, 103.9235402 1.396763, 103.9245366 1.3974303, 103.9246623 1.3974046, 103.9252206 1.3977005, 103.9259259 1.3980675, 103.9266664 1.398354, 103.9283094 1.3990376, 103.9287221 1.3991417, 103.9290695 1.3992059, 103.9293761 1.3993313, 103.9297929 1.3994176, 103.9294668 1.4013083, 103.9295568 1.4013238, 103.9295186 1.4015451, 103.9293503 1.401572, 103.9291777 1.4016292, 103.9290641 1.4016826)",,,,,,,,,,,,,
1774,1841111382,2630274876,0,257525895,False,1533.07,"LINESTRING (103.9199361 1.3928741, 103.9207952 1.3923903, 103.9212888 1.3917896, 103.921587 1.3913606, 103.9217265 1.3906956, 103.9221578 1.3896016, 103.922426 1.3890331, 103.9225634 1.3882287, 103.9226098 1.3873993, 103.9225453 1.3867126, 103.9223381 1.3858696, 103.9219196 1.3846254, 103.9215355 1.3834665, 103.921321 1.3828015, 103.9219754 1.3830804, 103.9220376 1.3829307, 103.920718 1.3822228, 103.9207826 1.3824232)",,,,,,,meadow,,,,,,
1775,1841111385,5685219457,0,173270723,False,8.153,"LINESTRING (103.9225561 1.3790834, 103.9225744 1.3791544)",,,,,,,,,,,,,
1776,369172848,369172927,0,33176416,True,62.556,"LINESTRING (103.903436 1.3964795, 103.9031597 1.3959894)",Punggol Road,secondary,60,2,,,,,,,,,
1777,369172848,242941694,0,500371481,True,11.831,"LINESTRING (103.903436 1.3964795, 103.9033475 1.3965386)",,motorway_link,50,2,,,,,,,,,
1778,369172927,3786057739,0,704807500,True,59.706,"LINESTRING (103.9031597 1.3959894, 103.9029764 1.3957584, 103.9028127 1.39558)",Punggol Road,secondary,60,2,,,,,,,,,
1779,5421605322,5177263007,0,533685846,False,49.004,"LINESTRING (103.8901518 1.3993904, 103.8901024 1.3990366, 103.8900863 1.3989951, 103.8900594 1.3989669)",,service,,2,,,,,,,,,
1780,5421605322,5421605324,0,"[562364744, 562364743]",False,48.696,"LINESTRING (103.8901518 1.3993904, 103.8900996 1.3993966, 103.8897973 1.3994373, 103.889783 1.399433, 103.8897744 1.3994203, 103.8897682 1.3993705)",,service,,2,,driveway,,,,,,,
1781,5421605322,6041116551,0,"[627699448, 627698243]",False,39.385,"LINESTRING (103.8901518 1.3993904, 103.8902083 1.3996895, 103.8902129 1.3997391)",,service,,2,,,,,,,,,
1782,5421605324,5286322115,0,547099121,False,86.777,"LINESTRING (103.8897682 1.3993705, 103.8901319 1.3993229, 103.8900954 1.3990435, 103.89002 1.3990534, 103.8900216 1.3990451, 103.8900166 1.3990219, 103.8900031 1.3990024)",,,,,,,,,,,,,
1783,5421605324,5286322115,1,547099121,False,185.92999999999998,"LINESTRING (103.8897682 1.3993705, 103.8895641 1.3993972, 103.8895673 1.3994214, 103.8894611 1.3994353, 103.8894515 1.3994498, 103.8894286 1.3994691, 103.8894012 1.3994812, 103.8893715 1.3994851, 103.8893419 1.3994805, 103.8893148 1.3994677, 103.8892924 1.3994478, 103.8892765 1.3994224, 103.8892684 1.3993935, 103.8892688 1.3993636, 103.8892776 1.3993349, 103.8892843 1.3993182, 103.8893632 1.3991235, 103.8893192 1.3991057, 103.8893457 1.3990402, 103.8894049 1.3990642, 103.8899368 1.3989903, 103.8899599 1.3989853, 103.8899832 1.3989896, 103.8900031 1.3990024)",,,,,,,,,,,,,
1784,5421605324,5421605322,0,"[562364744, 562364743]",False,48.696,"LINESTRING (103.8897682 1.3993705, 103.8897744 1.3994203, 103.889783 1.399433, 103.8897973 1.3994373, 103.8900996 1.3993966, 103.8901518 1.3993904)",,service,,2,,driveway,,,,,,,
1785,5421605328,3808576558,0,562364748,False,27.484,"LINESTRING (103.8960226 1.3926632, 103.8957887 1.3927433)",,steps,,,,,,,,,,,
1786,5421605328,6073344810,0,646376644,False,2.139,"LINESTRING (103.8960226 1.3926632, 103.8960306 1.3926807)",,footway,,,,,,,,,,,
1787,5421605328,6586130705,0,646376644,False,6.948,"LINESTRING (103.8960226 1.3926632, 103.8960032 1.3926038)",,footway,,,,,,,,,,,
1788,1754669762,1754669765,0,163788986,False,85.75300000000001,"LINESTRING (103.8966348 1.4096302, 103.8962598 1.4096419, 103.896193 1.4096571, 103.8960501 1.4097093, 103.8959293 1.4098367)",Punggol Waterway,cycleway,,,,,,,yes,,,,
1789,1754669762,5184594401,0,163788986,False,1102.583,"LINESTRING (103.8966348 1.4096302, 103.8974939 1.4096003, 103.8976538 1.4096319, 103.89792 1.4096308, 103.8981546 1.4096224, 103.8982924 1.4095951, 103.8985133 1.4095362, 103.8986185 1.4095078, 103.8988821 1.4093934, 103.8993234 1.4092017, 103.8994959 1.4091776, 103.8996779 1.4091418, 103.9001219 1.4089683, 103.9003344 1.4089009, 103.9009183 1.4086201, 103.9011329 1.4084834, 103.9013139 1.4083425, 103.9014043 1.4082636, 103.9015211 1.4081868, 103.9019339 1.4079609, 103.9020918 1.407896, 103.9022125 1.4078745, 103.9023547 1.4078839, 103.902521 1.407951, 103.9026403 1.4080341, 103.902749 1.4081373, 103.9028308 1.4082553, 103.9029126 1.4083894, 103.9030613 1.4087205, 103.9031513 1.4089726, 103.9031862 1.4091321, 103.9032345 1.4094297, 103.9032437 1.4096543, 103.9032505 1.4101551, 103.9032184 1.4102838, 103.9030199 1.4108469, 103.9029488 1.4109595, 103.9028119 1.4111345, 103.9027542 1.4112269)",Punggol Waterway,cycleway,,,,,,,yes,,,,
1790,1754669762,1754662975,0,163789060,False,193.02499999999998,"LINESTRING (103.8966348 1.4096302, 103.896439 1.4096409, 103.8961368 1.4096855, 103.8960337 1.4096976, 103.8959758 1.4096876, 103.895939 1.409674, 103.8958832 1.4096287, 103.8958538 1.4095772, 103.8958506 1.4094804, 103.8958601 1.4094152, 103.8959074 1.4093648, 103.8959842 1.4093406, 103.8960684 1.4093195, 103.8962995 1.4093138, 103.8964443 1.4093138, 103.8965681 1.4093406)",Jewel Bridge,cycleway,,,,,,,yes,yes,,,
1791,1754669765,5751961106,0,546768405,False,10.45,"LINESTRING (103.8959293 1.4098367, 103.8960233 1.4098353)",My Waterway@Punggol,,,,,,,,,,,,
1792,1754669765,5751961106,1,606759728,False,10.45,"LINESTRING (103.8959293 1.4098367, 103.8960233 1.4098353)",,,,,,,,,,,,,
1793,1754669765,5751961107,0,546768405,False,4.935,"LINESTRING (103.8959293 1.4098367, 103.8958903 1.4098155)",My Waterway@Punggol,,,,,,,,,,,,
1794,1754669765,5751961107,1,606759728,False,4.935,"LINESTRING (103.8959293 1.4098367, 103.8958903 1.4098155)",,,,,,,,,,,,,
1795,1754669765,1754681453,0,"[163788986, 163790615]",False,671.737,"LINESTRING (103.8959293 1.4098367, 103.8959213 1.4099788, 103.8961037 1.4101987, 103.8962727 1.4104507, 103.8965302 1.4109682, 103.896734 1.4113758, 103.8969164 1.4117565, 103.8971497 1.4122875, 103.8973831 1.4128311, 103.897654 1.413413, 103.8977988 1.4138045, 103.8979571 1.4140417, 103.897987 1.4140612, 103.8980201 1.4140659, 103.8990354 1.4135713, 103.8990951 1.4136977)","['Punggol Waterway', 'PCN Pedestrian crossing']",cycleway,,,,,,,yes,,,,
1796,1754669765,1754669762,0,163788986,False,85.753,"LINESTRING (103.8959293 1.4098367, 103.8960501 1.4097093, 103.896193 1.4096571, 103.8962598 1.4096419, 103.8966348 1.4096302)",Punggol Waterway,cycleway,,,,,,,yes,,,,
1797,4697957131,411679986,0,476148408,True,28.675,"LINESTRING (103.9070557 1.3985677, 103.9072434 1.3983908)",Punggol Field,residential,50,3,,,,,,,,,
1798,4697957131,4697957134,0,476148410,True,38.94200000000001,"LINESTRING (103.9070557 1.3985677, 103.9071593 1.3985573, 103.907212 1.3985585, 103.9072842 1.3985623, 103.9074042 1.3985792)",Punggol Field,residential,50,1,,,,,,,,,
1799,4697957134,5177326135,0,617971371,True,105.838,"LINESTRING (103.9074042 1.3985792, 103.9079554 1.3993553)",Edgefield Plains,residential,40,2,,,,,,,,,
1800,242950993,3063308874,0,160443490,True,40.766,"LINESTRING (103.9015774 1.3909671, 103.9016569 1.3906092)",Punggol Road,secondary,60,2,,,,,,,,,
1801,242950993,242941570,0,536039240,True,14.818,"LINESTRING (103.9015774 1.3909671, 103.9014441 1.3909671)",Sengkang East Way,secondary,60,,,,,,,,,,
1802,242951071,6295949632,0,672334450,False,15.651,"LINESTRING (103.9013527 1.3920694, 103.901491 1.3920958)",,service,,,,,,,,,,,
1803,242951071,3063313544,0,"[479745786, 652253266, 448937543]",True,79.94200000000001,"LINESTRING (103.9013527 1.3920694, 103.901397 1.3917888, 103.9014278 1.3916248, 103.9014772 1.3913614)",Punggol Road,secondary,60,"['4', '2', '3']",,,,,,,,,
1804,5516043201,5680984248,0,574726708,False,14.646,"LINESTRING (103.8971012 1.3976934, 103.8969741 1.3977281)",,,,,,,,,yes,,,,
1805,5516043201,5680984248,1,574726711,False,14.646,"LINESTRING (103.8971012 1.3976934, 103.8969741 1.3977281)",,,,,,,,,,,,,
1806,5516043201,5680984248,2,574726708,False,284.01700000000005,"LINESTRING (103.8971012 1.3976934, 103.8972542 1.3983526, 103.8967946 1.3984738, 103.8966379 1.3978508, 103.896613 1.3978552, 103.8965866 1.3978507, 103.8965628 1.3978383, 103.89654 1.3978199, 103.896523 1.3977956, 103.8965112 1.3977618, 103.8965105 1.3977286, 103.8965201 1.3976955, 103.8965363 1.3976646, 103.896562 1.397641, 103.8965915 1.3976293, 103.8966508 1.3976293, 103.8966926 1.3976426, 103.8968593 1.3977485, 103.8969741 1.3977281)",,,,,,,,,yes,,,,
1807,5516043201,6774161671,0,574726711,False,2.416,"LINESTRING (103.8971012 1.3976934, 103.8970969 1.3976721)",,,,,,,,,,,,,
1808,1841652983,1841652984,0,180551420,False,2.455,"LINESTRING (103.8942334 1.4083882, 103.8942114 1.4083901)",Punggol Reservoir,,,,,,,,,,,,
1809,1841652983,1841652984,1,606414708,False,2.455,"LINESTRING (103.8942334 1.4083882, 103.8942114 1.4083901)",,,,,,,,,,,,,
1810,1841652983,1841652986,0,180551420,False,3.007,"LINESTRING (103.8942334 1.4083882, 103.8942593 1.408396)",Punggol Reservoir,,,,,,,,,,,,
1811,1841652983,1841652986,1,606414708,False,3.007,"LINESTRING (103.8942334 1.4083882, 103.8942593 1.408396)",,,,,,,,,,,,,
1812,1841652984,1841652987,0,180551420,False,3.544,"LINESTRING (103.8942114 1.4083901, 103.8941836 1.4084057)",Punggol Reservoir,,,,,,,,,,,,
1813,1841652984,1841652987,1,606414708,False,3.544,"LINESTRING (103.8942114 1.4083901, 103.8941836 1.4084057)",,,,,,,,,,,,,
1814,1841652984,1841652983,0,180551420,False,2.455,"LINESTRING (103.8942114 1.4083901, 103.8942334 1.4083882)",Punggol Reservoir,,,,,,,,,,,,
1815,1841652984,1841652983,1,606414708,False,2.455,"LINESTRING (103.8942114 1.4083901, 103.8942334 1.4083882)",,,,,,,,,,,,,
1816,4321715217,4602349356,0,534638685,True,141.001,"LINESTRING (103.9145249 1.397088, 103.9155465 1.3963364)",Punggol Central,tertiary,60,3,,,,,,,,,
1817,4321715217,4602379463,0,"[174886241, 433380296, 174886252, 433380753, 174886362]",False,151.329,"LINESTRING (103.9145249 1.397088, 103.9145681 1.3971513, 103.9146974 1.3970561, 103.9148282 1.3969599, 103.9146493 1.3967168, 103.9148197 1.3965914, 103.914957 1.3964702, 103.9151153 1.3963576, 103.9150773 1.3962979)",,"['footway', 'steps']",,,,,,,,yes,,,
1818,1841652994,1841652993,0,180551420,False,2.548,"LINESTRING (103.8948116 1.4089002, 103.8948052 1.4088782)",Punggol Reservoir,,,,,,,,,,,,
1819,1841652994,1841652993,1,606414708,False,2.548,"LINESTRING (103.8948116 1.4089002, 103.8948052 1.4088782)",,,,,,,,,,,,,
1820,1841652994,5752714908,0,180551420,False,11.151,"LINESTRING (103.8948116 1.4089002, 103.8948058 1.4089682, 103.8948146 1.408999)",Punggol Reservoir,,,,,,,,,,,,
1821,1841652994,5752714908,1,606414708,False,11.271,"LINESTRING (103.8948116 1.4089002, 103.8948034 1.4089699, 103.8948146 1.408999)",,,,,,,,,,,,,
1822,7062103093,4701796491,0,756107568,False,28.868,"LINESTRING (103.8939165 1.3951245, 103.894165 1.3950491)",,service,,2,,,,,,,,,
1823,7062103093,5681062015,0,756107738,False,65.761,"LINESTRING (103.8939165 1.3951245, 103.8937563 1.3945552)",,service,,2,,,,,,,,,
1824,7062103093,5920019065,0,"[627106883, 627106884, 773914095, 773914096, 756107737, 596379322]",False,231.316,"LINESTRING (103.8939165 1.3951245, 103.8939554 1.3952742, 103.8940944 1.3958086, 103.8941094 1.3958837, 103.8940906 1.3959353, 103.8934323 1.3961152, 103.8931561 1.3962091, 103.8930072 1.3962426, 103.8928959 1.3962734)",,service,,2,,,,,,,,,
1825,6532048046,6532048047,0,695622360,False,48.28,"LINESTRING (103.9112497 1.3960727, 103.9109042 1.3963358)",,service,,,,,,,,,,,
1826,6532048046,5256690510,0,722517785,False,52.244,"LINESTRING (103.9112497 1.3960727, 103.9115188 1.3964579)",,service,,2,,,,,,,,,
1827,6532048046,6777634248,0,"[722543033, 722543035]",False,162.09699999999998,"LINESTRING (103.9112497 1.3960727, 103.9110115 1.3957318, 103.9109807 1.3957103, 103.9109431 1.3957063, 103.9107567 1.3957975, 103.9107218 1.3958136, 103.9106628 1.3958551, 103.9104925 1.395961, 103.9101473 1.3962468)",,service,,2,,,,,,,,,
1828,6532048047,6532048046,0,695622360,False,48.28,"LINESTRING (103.9109042 1.3963358, 103.9112497 1.3960727)",,service,,,,,,,,,,,
1829,135079149,369169123,0,32776914,True,208.252,"LINESTRING (103.9025279 1.3973962, 103.902477 1.3973896, 103.9024576 1.3973912, 103.9024438 1.3973949, 103.902348 1.3974361, 103.9023287 1.3974426, 103.9023047 1.3974552, 103.9022861 1.397462, 103.9021835 1.3975088, 103.9011039 1.3979604, 103.9007885 1.3980693)",,motorway_link,50,1,,,,,,,,,
1830,135079149,135079396,0,"[175015670, 620749719]",True,689.2410000000001,"LINESTRING (103.9025279 1.3973962, 103.902425 1.3974627, 103.9016131 1.39791, 103.9009105 1.3982539, 103.9000826 1.3986032, 103.8988516 1.3990896, 103.8982915 1.3992732, 103.8971618 1.3995874, 103.8967884 1.3996777)",Tampines Expressway,motorway,90,3,,,,,,,,TPE,
1831,135079181,369174639,0,"[32776625, 479744511, 626575145]",True,227.80399999999997,"LINESTRING (103.9058425 1.3951674, 103.9057732 1.395166, 103.9057316 1.3951774, 103.9057122 1.3951861, 103.9055885 1.3952628, 103.9055314 1.3953075, 103.9053972 1.3953875, 103.9052086 1.3954891, 103.9045934 1.3958445, 103.9043416 1.3959742, 103.9040452 1.3961264)",,motorway_link,50,"['4', '2']",,,,,,,,,
1832,135079181,135079149,0,"[620749724, 74549053]",True,445.079,"LINESTRING (103.9058425 1.3951674, 103.9055907 1.3953896, 103.9046574 1.3960907, 103.9039358 1.3965952, 103.9032182 1.3970147, 103.9025279 1.3973962)",Tampines Expressway,motorway,90,"['4', '3']",,,,,,,,TPE,
1833,369173840,369174139,0,"[174886416, 620749730]",True,236.698,"LINESTRING (103.8980199 1.3998056, 103.8991289 1.3994677, 103.9000306 1.3991104)",,motorway_link,50,3,,,,,,,,,
1834,135079306,378648250,0,"[391007746, 715645006]",True,503.278,"LINESTRING (103.8921205 1.4003965, 103.8907603 1.4006064, 103.8887295 1.4008946, 103.8876394 1.4010415)",Tampines Expressway,motorway,90,"['4', '3']",,,,,,,,TPE,
1835,370746847,5238938059,0,627947497,False,10.71,"LINESTRING (103.8904953 1.3927903, 103.8904045 1.3928225)",,service,,2,,driveway,,,,,,,
1836,370746847,5928098748,0,"[627970104, 627970103]",False,77.90899999999999,"LINESTRING (103.8904953 1.3927903, 103.8908051 1.3926776, 103.8911559 1.3925563)",,service,,2,,driveway,,,,,,,
1837,370746847,5930508558,0,"[628180898, 533682300]",False,171.41499999999996,"LINESTRING (103.8904953 1.3927903, 103.8905107 1.39298, 103.8905563 1.3931563, 103.8906408 1.3935096, 103.890726 1.3938012, 103.8907689 1.3938561, 103.8908413 1.3939031, 103.890899 1.3939218, 103.8910022 1.3939031, 103.8910653 1.393883, 103.8910988 1.3938682, 103.8910968 1.3937904)",,service,,2,,,,,,,,,
1838,135079396,135079306,0,"[627659619, 74981358]",True,525.373,"LINESTRING (103.8967884 1.3996777, 103.8948464 1.400061, 103.8945651 1.4001026, 103.8935775 1.4002338, 103.8921205 1.4003965)",Tampines Expressway,motorway,90,"['4', '3']",,,,,,,,TPE,
1839,6054290931,6054290948,0,643308912,False,32.895,"LINESTRING (103.9135569 1.4065218, 103.9137688 1.4063153)",,service,,,,,,,,,,,
1840,6054290932,6054290948,0,643308913,False,309.40900000000005,"LINESTRING (103.9146164 1.4077418, 103.9147183 1.4077123, 103.9148068 1.4076748, 103.9148819 1.4075782, 103.9149114 1.4074308, 103.9150295 1.4072404, 103.9150643 1.4071492, 103.9150657 1.4070902, 103.9150482 1.4070286, 103.9145654 1.4063555, 103.9144475 1.4061866, 103.9143321 1.4060526, 103.9142758 1.4060338, 103.9142221 1.4060525, 103.9141577 1.4060981, 103.9140129 1.4062322, 103.9138788 1.4062939, 103.9137688 1.4063153)",,service,,,,,,,,,,,
1841,6054290948,6054290931,0,643308912,False,32.895,"LINESTRING (103.9137688 1.4063153, 103.9135569 1.4065218)",,service,,,,,,,,,,,
1842,6054290948,6054290949,0,643308913,False,20.944,"LINESTRING (103.9137688 1.4063153, 103.9136409 1.406177)",,service,,,,,,,,,,,
1843,6054290948,6054290932,0,643308913,False,309.409,"LINESTRING (103.9137688 1.4063153, 103.9138788 1.4062939, 103.9140129 1.4062322, 103.9141577 1.4060981, 103.9142221 1.4060525, 103.9142758 1.4060338, 103.9143321 1.4060526, 103.9144475 1.4061866, 103.9145654 1.4063555, 103.9150482 1.4070286, 103.9150657 1.4070902, 103.9150643 1.4071492, 103.9150295 1.4072404, 103.9149114 1.4074308, 103.9148819 1.4075782, 103.9148068 1.4076748, 103.9147183 1.4077123, 103.9146164 1.4077418)",,service,,,,,,,,,,,
1844,6054290949,6054290948,0,643308913,False,20.944,"LINESTRING (103.9136409 1.406177, 103.9137688 1.4063153)",,service,,,,,,,,,,,
1845,6054290949,5556118622,0,596270000,False,557.5319999999999,"LINESTRING (103.9136409 1.406177, 103.9133638 1.4064092, 103.9102793 1.4086615, 103.9099467 1.4088171, 103.9094824 1.4088675)",,service,,,,,,,,,,,
1846,6054290949,5681476516,0,"[652900004, 728948708, 652900006]",False,240.661,"LINESTRING (103.9136409 1.406177, 103.9145668 1.4054009, 103.9150396 1.4050479, 103.9153414 1.4048399)",,service,,,,,,,,yes,,,
1847,370222638,5238938056,0,627945835,False,12.91,"LINESTRING (103.8901751 1.3918293, 103.8900675 1.391873)",,service,,2,,driveway,,,,,,,
1848,370222638,370748483,0,"[533820200, 32921073, 533820202]",False,610.074,"LINESTRING (103.8901751 1.3918293, 103.88978 1.3907577, 103.8898018 1.3906652, 103.8898257 1.3905883, 103.889886 1.390528, 103.8908914 1.3901704, 103.8920598 1.3897817, 103.8921193 1.3897942, 103.8922164 1.3898361, 103.8922663 1.3898824, 103.892642 1.3909465, 103.892642 1.3909862, 103.8925699 1.3911582, 103.8925376 1.3911935, 103.8924009 1.3912522)",,service,,2,,driveway,,,,,,,
1849,370222638,5177230423,0,"[627970105, 627945834]",False,73.504,"LINESTRING (103.8901751 1.3918293, 103.8905101 1.3917137, 103.8907988 1.3916098)",,service,,2,,driveway,,,,,,,
1850,6958977527,6958977544,0,"[743463785, 743463786, 620594229]",True,716.508,"LINESTRING (103.9135499 1.4107601, 103.9130983 1.4105667, 103.9128394 1.4104313, 103.9125015 1.4101779, 103.9122386 1.4099084, 103.9118443 1.4094217, 103.9117961 1.40936, 103.9116995 1.4092313, 103.9116687 1.4091469, 103.9116683 1.4090749, 103.9116522 1.4089957, 103.9115945 1.4089368, 103.9115181 1.4089207, 103.9114537 1.4089354, 103.9113987 1.4089743, 103.9113719 1.4090266, 103.9113679 1.4090896, 103.9113946 1.4091567, 103.9114564 1.4091996, 103.9115355 1.4092264, 103.9116079 1.4092719, 103.9116646 1.4093431, 103.9118503 1.4095768, 103.9121569 1.4099769, 103.9125018 1.4103217, 103.9128275 1.410543, 103.9130744 1.410709, 103.9133001 1.4108133, 103.9136173 1.4109538, 103.9136709 1.4109984, 103.9137273 1.4110734, 103.9137568 1.4111646, 103.913764 1.4112587)",,residential,50,"['1', '2']",,,,,,,,,
1851,6958977527,6958977489,0,743463793,False,43.525999999999996,"LINESTRING (103.9135499 1.4107601, 103.9137003 1.4107388, 103.9137982 1.410692, 103.9139115 1.410626)",,construction,,,,,,,,,,,
1852,369174139,369177323,0,32788304,True,310.64300000000003,"LINESTRING (103.9000306 1.3991104, 103.9004904 1.3988755, 103.9013951 1.3983433, 103.9017605 1.3980875, 103.9024351 1.3976914)",,motorway_link,50,1,,,,,,,,,
1853,369174139,1781717309,0,"[718240842, 175015686, 626597991]",True,396.07899999999995,"LINESTRING (103.9000306 1.3991104, 103.9006137 1.3988773, 103.9014547 1.3984837, 103.9022782 1.3980405, 103.9025183 1.3979077, 103.9032391 1.3975681)",,motorway_link,50,"['2', '3']",,,,,,,,,
1854,370747007,370748483,0,32921083,False,78.229,"LINESTRING (103.8926253 1.391919, 103.8924009 1.3912522)",,service,,,,driveway,,,,,,,
1855,370747007,6905305125,0,737541595,False,55.345,"LINESTRING (103.8926253 1.391919, 103.892541 1.3919692, 103.8924596 1.3920079, 103.8924259 1.3920667, 103.8923866 1.3921482, 103.8923278 1.3922876)",,service,,,,,,,,,,,
1856,370747007,5177230410,0,"[628010800, 737541594, 737541595, 737541596]",False,321.41200000000003,"LINESTRING (103.8926253 1.391919, 103.8927331 1.3919105, 103.8928524 1.3919474, 103.8929108 1.3919856, 103.892945 1.3920245, 103.8930683 1.3923865, 103.8931808 1.3927055, 103.8932143 1.3928074, 103.8932546 1.3929334, 103.8932519 1.3930849, 103.8932009 1.3932002, 103.8931406 1.3932432, 103.8930816 1.3932566, 103.8930655 1.3932432, 103.8930518 1.3932047, 103.8930165 1.3931057, 103.8929676 1.3929683, 103.8929434 1.3929455, 103.8929061 1.3929434, 103.8921656 1.3931902)",,service,,2,yes,,,,,,,,
1857,5256324756,5256324763,0,"[775834378, 543744300]",False,78.066,"LINESTRING (103.9007534 1.3897348, 103.900797 1.3893541, 103.9007896 1.3892971, 103.9006703 1.3890645)",,service,,2,,,,,,,,,
1858,5256324759,4598855743,0,464813515,False,14.754,"LINESTRING (103.900539 1.3884963, 103.9004132 1.3885386)",,service,,2,,,,,,,,,
1859,5256324759,4598855742,0,641121907,False,116.349,"LINESTRING (103.900539 1.3884963, 103.9015272 1.3881515)",,service,,2,,,,,,,,,
1860,5256324759,5256324763,0,"[775834379, 543744301]",False,66.03999999999999,"LINESTRING (103.900539 1.3884963, 103.9005898 1.3885965, 103.9005831 1.388689, 103.9005858 1.388803, 103.9006703 1.3890645)",,service,,2,,,,,,,,,
1861,5256324764,5256324763,0,543744302,False,11.826,"LINESTRING (103.9005691 1.3890973, 103.9006703 1.3890645)",,service,,2,,,,,,,,,
1862,5256324764,7232371635,0,775202643,False,3.401,"LINESTRING (103.9005691 1.3890973, 103.9005398 1.3891061)",,service,,2,,,,,,,,,
1863,5256324764,7232298556,0,640013556,True,11.841000000000001,"LINESTRING (103.9005691 1.3890973, 103.9005187 1.3890041, 103.9005185 1.3890036)",Compassvale Walk,residential,40,,,,,,,,,,
1864,5256324765,4598855740,0,543744304,False,57.287,"LINESTRING (103.8975763 1.3895069, 103.8979438 1.3893916, 103.8980653 1.3893449)",,service,,2,,parking_aisle,,,,,,,
1865,5256324767,5178381757,0,533820206,False,190.404,"LINESTRING (103.8973658 1.388378, 103.8973859 1.3883244, 103.8974248 1.3882573, 103.8974757 1.3882185, 103.8980658 1.38802, 103.8981222 1.38802, 103.8981597 1.3880321, 103.8981865 1.3880549, 103.8983911 1.3885854, 103.8984504 1.3887676)",,service,,,,parking_aisle,,,,,,,
1866,5256324763,5256324764,0,543744302,False,11.826,"LINESTRING (103.9006703 1.3890645, 103.9005691 1.3890973)",,service,,2,,,,,,,,,
1867,5256324763,5256324756,0,"[775834378, 543744300]",False,78.066,"LINESTRING (103.9006703 1.3890645, 103.9007896 1.3892971, 103.900797 1.3893541, 103.9007534 1.3897348)",,service,,2,,,,,,,,,
1868,5256324763,5256324759,0,"[775834379, 543744301]",False,66.03999999999999,"LINESTRING (103.9006703 1.3890645, 103.9005858 1.388803, 103.9005831 1.388689, 103.9005898 1.3885965, 103.900539 1.3884963)",,service,,2,,,,,,,,,
1869,369174181,1166755173,0,"[668176473, 661322721, 173767984]",True,278.91999999999996,"LINESTRING (103.9042598 1.3969357, 103.9045353 1.3966944, 103.9048951 1.3963754, 103.9059416 1.3953595, 103.9060462 1.3951853)",,motorway_link,50,"['4', '2', '3']",,,,,,,,,
