,u,v,key,osmid,oneway,length,geometry,name,highway,maxspeed,lanes,tunnel,service,landuse,width,access,bridge,area,ref,junction
1657,5278671062,5240036006,0,541818597,False,32.552,"LINESTRING (103.8899576 1.3919864, 103.8898583 1.391711)",,footway,,,,,,,,,,,
1658,5278671062,5282663997,0,546666224,False,7.716,"LINESTRING (103.8899576 1.3919864, 103.8898924 1.3920102)",,service,,,,driveway,,,,,,,
1659,5278671062,3063315453,0,546666224,False,8.307,"LINESTRING (103.8899576 1.3919864, 103.8900278 1.3919608)",,service,,,,driveway,,,,,,,
1660,5278671062,3063319401,0,541818597,False,175.238,"LINESTRING (103.8899576 1.3919864, 103.8900534 1.3922506, 103.8901915 1.3926294, 103.8903344 1.3931449, 103.8903911 1.3934972)",,footway,,,,,,,,,,,
1661,5278671066,369141915,0,536039233,True,4.263,"LINESTRING (103.8904841 1.3942852, 103.8905223 1.3942818)",Sengkang East Way,secondary,60,4,,,,,,,,,
1662,5278671066,5238937710,0,541818526,False,9.761,"LINESTRING (103.8904841 1.3942852, 103.8904933 1.3943725)",,footway,,,,,,,,,,,
1663,5278671066,5278671067,0,541818526,False,13.676,"LINESTRING (103.8904841 1.3942852, 103.8904711 1.3941629)",,footway,,,,,,,,,,,
1664,5278671067,4598826796,0,480477677,True,24.645,"LINESTRING (103.8904711 1.3941629, 103.8902506 1.394186)",Sengkang East Way,secondary,60,3,,,,,,,,,
1665,5278671067,5278671066,0,541818526,False,13.676,"LINESTRING (103.8904711 1.3941629, 103.8904841 1.3942852)",,footway,,,,,,,,,,,
1666,5278671067,5238937711,0,541818526,False,8.118,"LINESTRING (103.8904711 1.3941629, 103.8904634 1.3940903)",,footway,,,,,,,,,,,
1667,5278671068,5238937711,0,546216206,False,3.711,"LINESTRING (103.8904966 1.3940868, 103.8904634 1.3940903)",,footway,,,,,,,,,,,
1668,5278671068,5278671069,0,546216206,False,8.876,"LINESTRING (103.8904966 1.3940868, 103.890576 1.3940784)",,footway,,,,,,,,,,,
1669,5278671068,242966368,0,546384218,True,8.132,"LINESTRING (103.8904966 1.3940868, 103.8905062 1.3941593)",Anchorvale Link,residential,40,2,,,,,,,,,
1670,5278671069,4598826801,0,512918095,True,21.425,"LINESTRING (103.890576 1.3940784, 103.8905188 1.3938944)",Anchorvale Link,residential,40,1,,,,,,,,,
1671,5278671069,5278671068,0,546216206,False,8.876,"LINESTRING (103.890576 1.3940784, 103.8904966 1.3940868)",,footway,,,,,,,,,,,
1672,5278671069,5278671125,0,546216206,False,2.303,"LINESTRING (103.890576 1.3940784, 103.8905966 1.3940762)",,footway,,,,,,,,,,,
1673,5278671070,5015083858,0,480477678,True,2.347,"LINESTRING (103.8906043 1.394149, 103.8905833 1.3941512)",Sengkang East Way,secondary,60,4,,,,,,,,,
1674,5278671070,5278671125,0,546216236,False,8.14,"LINESTRING (103.8906043 1.394149, 103.8905966 1.3940762)",,footway,,,,,,,,,,,
1675,5278671070,5278671071,0,546216236,False,13.909,"LINESTRING (103.8906043 1.394149, 103.8906174 1.3942734)",,footway,,,,,,,,,,,
1676,5278671071,4598826806,0,175959523,True,21.782,"LINESTRING (103.8906174 1.3942734, 103.8908126 1.3942563)",Sengkang East Way,secondary,60,3,,,,,,,,,
1677,5278671071,5278671070,0,546216236,False,13.909,"LINESTRING (103.8906174 1.3942734, 103.8906043 1.394149)",,footway,,,,,,,,,,,
1678,5278671071,5238938019,0,546216236,False,9.504,"LINESTRING (103.8906174 1.3942734, 103.8906264 1.3943584)",,footway,,,,,,,,,,,
1679,5278671072,5015083859,0,536039238,True,9.553,"LINESTRING (103.8905984 1.3943613, 103.8905941 1.3942755)",Anchorvale Link,residential,40,2,,,,,,,,,
1680,5278671072,5238938019,0,546216237,False,3.129,"LINESTRING (103.8905984 1.3943613, 103.8906264 1.3943584)",,footway,,,,,,,,,,,
1681,5278671072,5278671073,0,546216237,False,7.636,"LINESTRING (103.8905984 1.3943613, 103.8905301 1.3943686)",,footway,,,,,,,,,,,
1682,5278671073,5278671072,0,546216237,False,7.636,"LINESTRING (103.8905301 1.3943686, 103.8905984 1.3943613)",,footway,,,,,,,,,,,
1683,5278671073,5238937710,0,546216237,False,4.114,"LINESTRING (103.8905301 1.3943686, 103.8904933 1.3943725)",,footway,,,,,,,,,,,
1684,5278671073,4598826810,0,627326541,True,17.673,"LINESTRING (103.8905301 1.3943686, 103.8905443 1.3945269)",Anchorvale Link,residential,40,1,,,,,,,,,
1685,5278671075,5238937878,0,546216235,False,6.021,"LINESTRING (103.8906834 1.3943875, 103.8907316 1.3944122)",,footway,,,,,,,,,,,
1686,5278671075,5238938019,0,546216235,False,7.115,"LINESTRING (103.8906834 1.3943875, 103.8906264 1.3943584)",,footway,,,,,,,,,,,
1687,5278671075,4598826806,0,464810769,True,20.572,"LINESTRING (103.8906834 1.3943875, 103.8907021 1.3943644, 103.8907475 1.3943095, 103.8908126 1.3942563)",,secondary_link,50,1,,,,,,,,,
1688,6651388130,6651388129,0,707851556,False,20.031,"LINESTRING (103.914827 1.3992176, 103.9149342 1.3993624)",,service,,2,,parking_aisle,,,,,,,
1689,6651388130,4602349349,0,707851700,False,57.209,"LINESTRING (103.914827 1.3992176, 103.9152556 1.3989328)",,service,,2,,driveway,,,,,,,
1690,6651388130,5218520627,0,"[707851700, 465240591]",False,69.381,"LINESTRING (103.914827 1.3992176, 103.9144174 1.3995027, 103.9143611 1.3995442, 103.9143222 1.3995832)",,service,,2,,driveway,,,,,,,
1691,6651388129,6651388130,0,707851556,False,20.031,"LINESTRING (103.9149342 1.3993624, 103.914827 1.3992176)",,service,,2,,parking_aisle,,,,,,,
1692,4946665702,5218821360,0,582303307,True,19.603,"LINESTRING (103.9061918 1.4171607, 103.906349 1.4170808)",Punggol Way,secondary,50,2,,,,,,,,,
1693,4946665702,5965665957,0,631763791,True,16.798,"LINESTRING (103.9061918 1.4171607, 103.9061279 1.4170238)",Northshore Crescent,residential,50,,,,,,,,,,
1694,5278671090,5278671092,0,546216217,False,12.658,"LINESTRING (103.8908168 1.3969195, 103.8908314 1.3970324)",,footway,,,,,,,,,,,
1695,5278671090,5278671128,0,546216217,False,6.638,"LINESTRING (103.8908168 1.3969195, 103.8908091 1.3968603)",,footway,,,,,,,,,,,
1696,5278671090,4598826876,0,627992335,True,24.46,"LINESTRING (103.8908168 1.3969195, 103.8905986 1.3969479)",Anchorvale Street,tertiary,50,2,,,,,,,,,
1697,5278671091,5278671093,0,546216218,False,12.31,"LINESTRING (103.8909636 1.3969001, 103.8909835 1.397009)",,footway,,,,,,,,,,,
1698,5278671091,5278671127,0,546216218,False,7.191,"LINESTRING (103.8909636 1.3969001, 103.8909519 1.3968365)",,footway,,,,,,,,,,,
1699,5278671091,242966584,0,627992332,True,7.115,"LINESTRING (103.8909636 1.3969001, 103.8909003 1.3969096)",Anchorvale Street,tertiary,50,2,,,,,,,,,
1700,5278671092,369158350,0,479325846,True,10.187,"LINESTRING (103.8908314 1.3970324, 103.8909219 1.397018)",Anchorvale Street,tertiary,50,3,,,,,,,,,
1701,5278671092,5278671090,0,546216217,False,12.658,"LINESTRING (103.8908314 1.3970324, 103.8908168 1.3969195)",,footway,,,,,,,,,,,
1702,5278671093,5278671091,0,546216218,False,12.31,"LINESTRING (103.8909835 1.397009, 103.8909636 1.3969001)",,footway,,,,,,,,,,,
1703,5278671093,4598826817,0,"[773914097, 479326874, 479325845, 627992334]",True,201.324,"LINESTRING (103.8909835 1.397009, 103.891871 1.3968777, 103.8921662 1.396817, 103.8924041 1.3967599, 103.8926321 1.3967027, 103.8927599 1.3966666)",Anchorvale Street,tertiary,50,"['2', '3']",,,,,,,,,
1704,5278671106,5278670968,0,541818497,False,3.492,"LINESTRING (103.8907756 1.3953953, 103.8907455 1.3954043)",,footway,,,,,,,,,,,
1705,5278671106,5238937878,0,541818554,False,111.806,"LINESTRING (103.8907756 1.3953953, 103.890677 1.3946948, 103.8906676 1.3945915, 103.8906837 1.3944977, 103.890701 1.3944512, 103.8907316 1.3944122)",,footway,,,,,,,,,,,
1706,5278671106,5278670966,0,541818554,False,19.234,"LINESTRING (103.8907756 1.3953953, 103.8907883 1.3955206, 103.8907919 1.3955675)",,footway,,,,,,,,,,,
1707,5278671108,242966584,0,479325848,False,7.165,"LINESTRING (103.8908888 1.3968462, 103.8909003 1.3969096)",Anchorvale Link,residential,40,2,,,,,,,,,
1708,5278671108,4598826885,0,479325848,False,21.621,"LINESTRING (103.8908888 1.3968462, 103.890854 1.3966549)",Anchorvale Link,residential,40,2,,,,,,,,,
1709,5278671108,5278671128,0,546216223,False,8.997,"LINESTRING (103.8908888 1.3968462, 103.8908091 1.3968603)",,footway,,,,,,,,,,,
1710,5278671108,5278671127,0,546216223,False,7.0969999999999995,"LINESTRING (103.8908888 1.3968462, 103.8909283 1.3968405, 103.8909519 1.3968365)",,footway,,,,,,,,,,,
1711,5278671112,5278671114,0,546216225,False,11.333,"LINESTRING (103.8947009 1.395778, 103.8946615 1.395872)",,footway,,,,,,,,,,,
1712,5278671112,5732978429,0,604094718,False,26.909,"LINESTRING (103.8947009 1.395778, 103.8948308 1.3955738)",,footway,,,,,,,,,,,
1713,5278671112,4701920933,0,476708351,True,24.512999999999998,"LINESTRING (103.8947009 1.395778, 103.8946544 1.3957437, 103.8945262 1.3956435)",,primary_link,50,1,,,,,,,,,
1714,5278671113,3063321329,0,546216226,False,12.909,"LINESTRING (103.8947465 1.3961317, 103.8948626 1.3961292)",,footway,,,,,,,,,,,
1715,5278671113,5680984239,0,546216228,False,4.727,"LINESTRING (103.8947465 1.3961317, 103.8947069 1.3961472)",,footway,,,,,,,,,,,
1716,5278671113,5680984238,0,546216229,False,6.259,"LINESTRING (103.8947465 1.3961317, 103.894729 1.3960782)",,footway,,,,,,,,,,,
1717,5278671114,5278671112,0,546216225,False,11.333,"LINESTRING (103.8946615 1.395872, 103.8947009 1.395778)",,footway,,,,,,,,,,,
1718,5278671114,5680984237,0,546216229,False,7.873,"LINESTRING (103.8946615 1.395872, 103.8946835 1.3959393)",,footway,,,,,,,,,,,
1719,5278671114,5680984236,0,546216230,False,4.869,"LINESTRING (103.8946615 1.395872, 103.8946201 1.3958863)",,footway,,,,,,,,,,,
1720,5278671115,3063328082,0,546216224,False,6.871,"LINESTRING (103.8944164 1.3959566, 103.8943554 1.3959466)",,footway,,,,,,,,,,,
1721,5278671115,5680984235,0,546216230,False,8.163,"LINESTRING (103.8944164 1.3959566, 103.8944858 1.3959326)",,footway,,,,,,,,,,,
